,No correction,,ECP2,,ECP6,,SAFER_32,,PAYG,,FREE-p,,Aegis 9x61,,Zombie_XOR,,RIDER,,RIDER + FREE-p,,RIDER + ECP4,,RIDER-XOR,,RIDER-XOR + ECP4,,RIDER + Aegis 17x31
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.816,4.13E+09,95.751,4.13E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.81,4.13E+09,95.746,4.13E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.81,4.13E+09,95.745,4.13E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.81,4.13E+09,95.746,4.13E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.81,4.13E+09,95.738,4.13E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.811,4.13E+09,95.729,4.13E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.807,4.14E+09,95.727,4.14E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.799,4.14E+09,95.723,4.14E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.793,4.14E+09,95.72,4.14E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.79,4.14E+09,95.721,4.14E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.79,4.14E+09,95.712,4.14E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.79,4.14E+09,95.708,4.14E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.79,4.14E+09,95.707,4.14E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.79,4.14E+09,95.702,4.14E+09,101.55
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.784,4.14E+09,95.699,4.14E+09,101.54
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.784,4.14E+09,95.691,4.14E+09,101.54
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.784,4.14E+09,95.69,4.14E+09,101.54
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.784,4.14E+09,95.69,4.14E+09,101.54
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.784,4.14E+09,95.687,4.14E+09,101.54
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.783,4.14E+09,95.682,4.14E+09,101.54
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.776,4.14E+09,95.677,4.14E+09,101.54
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.769,4.14E+09,95.678,4.14E+09,101.54
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.762,4.14E+09,95.674,4.14E+09,101.54
,,,,2.09E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.753,4.14E+09,95.671,4.14E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.748,4.14E+09,95.672,4.14E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.744,4.14E+09,95.668,4.14E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.744,4.14E+09,95.665,4.14E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.744,4.14E+09,95.666,4.14E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.744,4.14E+09,95.66,4.14E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.74,4.14E+09,95.659,4.14E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.733,4.14E+09,95.652,4.14E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.14E+09,98.855,4.14E+09,97.053,,,,,,,4.14E+09,54.731,4.14E+09,95.647,4.14E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.731,4.15E+09,95.646,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.731,4.15E+09,95.641,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.731,4.15E+09,95.641,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.731,4.15E+09,95.632,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.726,4.15E+09,95.626,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.718,4.15E+09,95.62,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.715,4.15E+09,95.612,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.711,4.15E+09,95.608,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.708,4.15E+09,95.604,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.7,4.15E+09,95.605,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.698,4.15E+09,95.599,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.696,4.15E+09,95.598,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.686,4.15E+09,95.598,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.685,4.15E+09,95.598,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.685,4.15E+09,95.598,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.685,4.15E+09,95.597,4.15E+09,101.54
,,,,2.10E+09,101.07,2.20E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.683,4.15E+09,95.584,4.15E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.678,4.15E+09,95.58,4.15E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.678,4.15E+09,95.578,4.15E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.678,4.15E+09,95.573,4.15E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.678,4.15E+09,95.567,4.15E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.678,4.15E+09,95.561,4.15E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.677,4.15E+09,95.557,4.15E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.671,4.15E+09,95.549,4.15E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.672,4.15E+09,95.549,4.15E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.15E+09,98.855,4.15E+09,97.053,,,,,,,4.15E+09,54.669,4.15E+09,95.547,4.15E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.665,4.16E+09,95.542,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.66,4.16E+09,95.543,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.658,4.16E+09,95.542,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.658,4.16E+09,95.538,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.659,4.16E+09,95.532,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.655,4.16E+09,95.524,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.652,4.16E+09,95.525,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.647,4.16E+09,95.524,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.644,4.16E+09,95.525,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.64,4.16E+09,95.518,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.634,4.16E+09,95.513,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.632,4.16E+09,95.508,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.632,4.16E+09,95.506,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.632,4.16E+09,95.502,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.633,4.16E+09,95.5,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.629,4.16E+09,95.494,4.16E+09,101.54
,,,,2.10E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.625,4.16E+09,95.488,4.16E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.622,4.16E+09,95.478,4.16E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.618,4.16E+09,95.475,4.16E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.619,4.16E+09,95.47,4.16E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.619,4.16E+09,95.464,4.16E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.619,4.16E+09,95.454,4.16E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.619,4.16E+09,95.446,4.16E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.619,4.16E+09,95.439,4.16E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.16E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.613,4.16E+09,95.438,4.16E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.16E+09,97.053,,,,,,,4.16E+09,54.613,4.16E+09,95.431,4.16E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.053,,,,,,,4.17E+09,54.609,4.17E+09,95.426,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.053,,,,,,,4.17E+09,54.605,4.17E+09,95.427,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.053,,,,,,,4.17E+09,54.606,4.17E+09,95.422,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.053,,,,,,,4.17E+09,54.605,4.17E+09,95.406,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.053,,,,,,,4.17E+09,54.606,4.17E+09,95.402,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.053,,,,,,,4.17E+09,54.602,4.17E+09,95.399,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.053,,,,,,,4.17E+09,54.595,4.17E+09,95.389,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.054,,,,,,,4.17E+09,54.592,4.17E+09,95.38,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.053,,,,,,,4.17E+09,54.586,4.17E+09,95.377,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.054,,,,,,,4.17E+09,54.586,4.17E+09,95.372,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.051,,,,,,,4.17E+09,54.583,4.17E+09,95.364,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.057,,,,,,,4.17E+09,54.579,4.17E+09,95.354,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.049,,,,,,,4.17E+09,54.579,4.17E+09,95.348,4.17E+09,101.54
,,,,2.11E+09,101.07,2.21E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,97.066,,,,,,,4.17E+09,54.58,4.17E+09,95.344,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.993,,,,,,,4.17E+09,54.577,4.17E+09,95.341,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.655,,,,,,,4.17E+09,54.566,4.17E+09,95.338,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.67,,,,,,,4.17E+09,54.566,4.17E+09,95.334,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.661,,,,,,,4.17E+09,54.565,4.17E+09,95.333,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.666,,,,,,,4.17E+09,54.559,4.17E+09,95.323,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.665,,,,,,,4.17E+09,54.56,4.17E+09,95.319,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.665,,,,,,,4.17E+09,54.556,4.17E+09,95.305,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.665,,,,,,,4.17E+09,54.552,4.17E+09,95.304,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.665,,,,,,,4.17E+09,54.553,4.17E+09,95.303,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.665,,,,,,,4.17E+09,54.553,4.17E+09,95.296,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.17E+09,98.855,4.17E+09,96.665,,,,,,,4.17E+09,54.553,4.17E+09,95.291,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.17E+09,96.665,,,,,,,4.17E+09,54.549,4.17E+09,95.286,4.17E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.544,4.18E+09,95.286,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.54,4.18E+09,95.285,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.537,4.18E+09,95.286,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.528,4.18E+09,95.28,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.522,4.18E+09,95.273,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.519,4.18E+09,95.27,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.52,4.18E+09,95.266,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.514,4.18E+09,95.268,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.513,4.18E+09,95.264,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.503,4.18E+09,95.259,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.5,4.18E+09,95.256,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.494,4.18E+09,95.248,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.493,4.18E+09,95.242,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.493,4.18E+09,95.241,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.487,4.18E+09,95.236,4.18E+09,101.54
,,,,2.11E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.487,4.18E+09,95.237,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.487,4.18E+09,95.232,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.487,4.18E+09,95.228,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.484,4.18E+09,95.22,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.478,4.18E+09,95.217,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.468,4.18E+09,95.21,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.466,4.18E+09,95.201,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.46,4.18E+09,95.196,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.454,4.18E+09,95.192,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.18E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.454,4.18E+09,95.186,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.18E+09,96.665,,,,,,,4.18E+09,54.451,4.18E+09,95.181,4.18E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.441,4.19E+09,95.175,4.19E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.441,4.19E+09,95.169,4.19E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.437,4.19E+09,95.163,4.19E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.434,4.19E+09,95.153,4.19E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.431,4.19E+09,95.145,4.19E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.427,4.19E+09,95.144,4.19E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.428,4.19E+09,95.138,4.19E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.424,4.19E+09,95.133,4.19E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.413,4.19E+09,95.13,4.19E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.408,4.19E+09,95.126,4.19E+09,101.54
,,,,2.12E+09,101.07,2.22E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.406,4.19E+09,95.119,4.19E+09,101.54
,,,,2.12E+09,101.07,2.23E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.401,4.19E+09,95.105,4.19E+09,101.54
,,,,2.12E+09,101.07,2.23E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.402,4.19E+09,95.1,4.19E+09,101.54
,,,,2.12E+09,101.07,2.23E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.401,4.19E+09,95.092,4.19E+09,101.54
,,,,2.12E+09,101.07,2.23E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.396,4.19E+09,95.086,4.19E+09,101.54
,,,,2.12E+09,101.07,2.23E+09,102.17,,,,,4.19E+09,98.855,4.19E+09,96.665,,,,,,,4.19E+09,54.39,4.19E+09,95.077,4.19E+09,101.54
