,No correction,,ECP2,,ECP6,,SAFER_32,,PAYG,,FREE-p,,Aegis 9x61,,Zombie_XOR,,RIDER,,RIDER + FREE-p,,RIDER + ECP4,,RIDER-XOR,,RIDER-XOR + ECP4,,RIDER + Aegis 17x31
,,,,2.06E+09,101.07,2.16E+09,102.17,,,,,4.07E+09,98.855,4.07E+09,97.441,,,,,,,4.07E+09,55.318,4.07E+09,96.37,4.07E+09,101.55
,,,,2.06E+09,101.07,2.16E+09,102.17,,,,,4.07E+09,98.855,4.07E+09,97.441,,,,,,,4.07E+09,55.311,4.07E+09,96.371,4.07E+09,101.55
,,,,2.06E+09,101.07,2.16E+09,102.17,,,,,4.08E+09,98.855,4.07E+09,97.441,,,,,,,4.07E+09,55.304,4.07E+09,96.368,4.07E+09,101.55
,,,,2.06E+09,101.07,2.16E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.305,4.08E+09,96.364,4.08E+09,101.55
,,,,2.06E+09,101.07,2.16E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.299,4.08E+09,96.365,4.08E+09,101.55
,,,,2.06E+09,101.07,2.16E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.293,4.08E+09,96.359,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.286,4.08E+09,96.35,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.284,4.08E+09,96.346,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.278,4.08E+09,96.342,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.279,4.08E+09,96.34,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.27,4.08E+09,96.338,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.264,4.08E+09,96.33,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.266,4.08E+09,96.327,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.26,4.08E+09,96.328,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.258,4.08E+09,96.328,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.255,4.08E+09,96.328,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.248,4.08E+09,96.324,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.245,4.08E+09,96.319,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.245,4.08E+09,96.312,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.244,4.08E+09,96.308,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.234,4.08E+09,96.3,4.08E+09,101.55
,,,,2.06E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.232,4.08E+09,96.293,4.08E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.229,4.08E+09,96.284,4.08E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.22,4.08E+09,96.276,4.08E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.212,4.08E+09,96.268,4.08E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.213,4.08E+09,96.266,4.08E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.209,4.08E+09,96.258,4.08E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.08E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.2,4.08E+09,96.248,4.08E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.08E+09,97.441,,,,,,,4.08E+09,55.195,4.08E+09,96.248,4.08E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.192,4.09E+09,96.243,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.186,4.09E+09,96.238,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.18,4.09E+09,96.236,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.175,4.09E+09,96.233,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.161,4.09E+09,96.226,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.159,4.09E+09,96.223,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.16,4.09E+09,96.219,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.156,4.09E+09,96.214,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.152,4.09E+09,96.21,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.154,4.09E+09,96.205,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.151,4.09E+09,96.201,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.145,4.09E+09,96.19,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.137,4.09E+09,96.179,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.13,4.09E+09,96.174,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.126,4.09E+09,96.168,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.127,4.09E+09,96.169,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.127,4.09E+09,96.163,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.126,4.09E+09,96.155,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.127,4.09E+09,96.157,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.121,4.09E+09,96.151,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.119,4.09E+09,96.149,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.12,4.09E+09,96.145,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.111,4.09E+09,96.143,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.106,4.09E+09,96.138,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.09E+09,98.855,4.09E+09,97.441,,,,,,,4.09E+09,55.107,4.09E+09,96.133,4.09E+09,101.55
,,,,2.07E+09,101.07,2.17E+09,102.17,,,,,4.10E+09,98.855,4.09E+09,97.441,,,,,,,4.10E+09,55.105,4.09E+09,96.126,4.09E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.1,4.10E+09,96.12,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.096,4.10E+09,96.12,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.093,4.10E+09,96.115,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.094,4.10E+09,96.113,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.094,4.10E+09,96.108,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.089,4.10E+09,96.094,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.085,4.10E+09,96.095,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.081,4.10E+09,96.093,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.077,4.10E+09,96.088,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.073,4.10E+09,96.089,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.074,4.10E+09,96.088,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.074,4.10E+09,96.083,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.068,4.10E+09,96.078,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.067,4.10E+09,96.076,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.062,4.10E+09,96.076,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.06,4.10E+09,96.07,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.055,4.10E+09,96.07,4.10E+09,101.55
,,,,2.07E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.054,4.10E+09,96.068,4.10E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.054,4.10E+09,96.06,4.10E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.049,4.10E+09,96.058,4.10E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.046,4.10E+09,96.056,4.10E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.041,4.10E+09,96.046,4.10E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.041,4.10E+09,96.046,4.10E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.039,4.10E+09,96.045,4.10E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.10E+09,98.855,4.10E+09,97.441,,,,,,,4.10E+09,55.034,4.10E+09,96.046,4.10E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.10E+09,97.441,,,,,,,4.11E+09,55.034,4.11E+09,96.041,4.10E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.034,4.11E+09,96.04,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.034,4.11E+09,96.035,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.028,4.11E+09,96.032,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.027,4.11E+09,96.024,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.028,4.11E+09,96.021,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.028,4.11E+09,96.019,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.026,4.11E+09,96.014,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.016,4.11E+09,96.01,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.015,4.11E+09,96,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.01,4.11E+09,95.992,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.007,4.11E+09,95.984,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.008,4.11E+09,95.984,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.008,4.11E+09,95.984,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.008,4.11E+09,95.979,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.008,4.11E+09,95.978,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.008,4.11E+09,95.975,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.006,4.11E+09,95.962,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.442,,,,,,,4.11E+09,55.001,4.11E+09,95.96,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,55.001,4.11E+09,95.96,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.442,,,,,,,4.11E+09,55.001,4.11E+09,95.96,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.441,,,,,,,4.11E+09,54.999,4.11E+09,95.957,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.442,,,,,,,4.11E+09,54.99,4.11E+09,95.953,4.11E+09,101.55
,,,,2.08E+09,101.07,2.18E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.44,,,,,,,4.11E+09,54.988,4.11E+09,95.954,4.11E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.443,,,,,,,4.11E+09,54.984,4.11E+09,95.95,4.11E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.11E+09,98.855,4.11E+09,97.442,,,,,,,4.11E+09,54.978,4.11E+09,95.947,4.11E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.11E+09,97.445,,,,,,,4.12E+09,54.972,4.12E+09,95.948,4.11E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.421,,,,,,,4.12E+09,54.968,4.12E+09,95.944,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.071,,,,,,,4.12E+09,54.959,4.12E+09,95.941,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.051,,,,,,,4.12E+09,54.955,4.12E+09,95.937,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.951,4.12E+09,95.929,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.052,,,,,,,4.12E+09,54.943,4.12E+09,95.923,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.054,,,,,,,4.12E+09,54.942,4.12E+09,95.924,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.942,4.12E+09,95.918,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.054,,,,,,,4.12E+09,54.942,4.12E+09,95.917,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.938,4.12E+09,95.912,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.933,4.12E+09,95.911,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.929,4.12E+09,95.9,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.921,4.12E+09,95.898,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.915,4.12E+09,95.897,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.911,4.12E+09,95.891,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.905,4.12E+09,95.882,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.903,4.12E+09,95.88,4.12E+09,101.55
,,,,2.08E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.893,4.12E+09,95.88,4.12E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.888,4.12E+09,95.88,4.12E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.889,4.12E+09,95.879,4.12E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.889,4.12E+09,95.87,4.12E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.889,4.12E+09,95.864,4.12E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.884,4.12E+09,95.861,4.12E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.878,4.12E+09,95.862,4.12E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.876,4.12E+09,95.859,4.12E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.12E+09,98.855,4.12E+09,97.053,,,,,,,4.12E+09,54.876,4.12E+09,95.855,4.12E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.12E+09,97.053,,,,,,,4.13E+09,54.876,4.13E+09,95.848,4.12E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.876,4.13E+09,95.838,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.876,4.13E+09,95.836,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.876,4.13E+09,95.828,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.872,4.13E+09,95.824,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.865,4.13E+09,95.819,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.861,4.13E+09,95.819,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.856,4.13E+09,95.819,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.85,4.13E+09,95.818,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.85,4.13E+09,95.808,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.85,4.13E+09,95.795,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.85,4.13E+09,95.776,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.848,4.13E+09,95.771,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.842,4.13E+09,95.77,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.836,4.13E+09,95.767,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.83,4.13E+09,95.763,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.83,4.13E+09,95.763,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.824,4.13E+09,95.752,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.816,4.13E+09,95.751,4.13E+09,101.55
,,,,2.09E+09,101.07,2.19E+09,102.17,,,,,4.13E+09,98.855,4.13E+09,97.053,,,,,,,4.13E+09,54.817,4.13E+09,95.751,4.13E+09,101.55
